Customer ID,Churn,ChurnProbability,RiskSegment,RetentionPriority,RecommendedAction,RecencyDays,PurchaseFrequency,MonetaryValue,AverageOrderValue,CustomerTenureDays,UniqueProducts,IsRepeatCustomer,PurchaseActivityRate
16329,1,0.52493554,High,Medium Priority,Automated re-engagement reminder or promotional campaign,247.00416666666663,4,1664.92,416.23,558.0527777777778,83,1,0.0071549595297601
17700,0,0.044371657,Low,Monitor,Continue monitoring and regular customer engagement,32.99305555555556,12,5270.9,439.24166666666673,558.0506944444444,211,1,0.0214649585793377
14911,0,0.017889408,Low,Monitor,Continue monitoring and regular customer engagement,2.9611111111111112,263,191094.28,726.5942205323194,558.0479166666667,2018,1,0.4704426797047063
15998,0,0.10190286,Low,Monitor,Continue monitoring and regular customer engagement,82.01736111111111,13,6969.34,536.103076923077,558.0451388888889,596,1,0.023253936213161
12931,0,0.072725065,Low,Monitor,Continue monitoring and regular customer engagement,23.115277777777777,49,54212.08,1106.3689795918367,558.0444444444445,23,1,0.087649560758437
12533,1,0.8030542,Critical,High Priority,Targeted re-engagement campaign with personalised offer,447.07916666666665,2,1367.89,683.9449999999999,558.0416666666666,63,1,0.0035775508683014
17984,0,0.37565333,Medium,Monitor,Continue monitoring and regular customer engagement,211.9423611111111,4,999.51,249.8775,558.0409722222222,165,1,0.0071551106247181
14871,0,0.29996327,Medium,Monitor,Continue monitoring and regular customer engagement,74.97777777777777,7,956.04,136.57714285714286,558.0368055555556,89,1,0.0125215369192795
13394,0,0.03610347,Low,Monitor,Continue monitoring and regular customer engagement,34.014583333333334,14,5037.01,359.7864285714286,558.0361111111112,199,1,0.0250431049475038
16011,0,0.04259977,Low,Monitor,Continue monitoring and regular customer engagement,3.855555555555556,20,3466.71,173.3355,558.0333333333333,156,1,0.0357760419772225
16393,0,0.034077007,Low,Monitor,Continue monitoring and regular customer engagement,4.949305555555555,16,3226.35,201.646875,558.0256944444444,279,1,0.0286212246753714
14040,0,0.01823148,Low,Monitor,Continue monitoring and regular customer engagement,2.957638888888889,29,10908.65,376.1603448275862,558.025,300,1,0.0518760341666294
12913,0,0.19986467,Low,Monitor,Continue monitoring and regular customer engagement,102.08402777777778,11,4666.0,424.1818181818182,558.0222222222222,31,1,0.0196772141834949
15061,0,0.029225726,Low,Monitor,Continue monitoring and regular customer engagement,4.165972222222222,109,103135.5,946.197247706422,558.0222222222222,116,1,0.1949833041819049
14341,0,0.04968746,Low,Monitor,Continue monitoring and regular customer engagement,34.89861111111111,14,2988.19,213.44214285714287,558.0208333333334,126,1,0.025043789363843
17804,1,0.52620155,High,Medium Priority,Automated re-engagement reminder or promotional campaign,195.95069444444445,3,383.78,127.92666666666666,558.0194444444444,82,1,0.0053665396254354
14156,0,0.039886024,Low,Monitor,Continue monitoring and regular customer engagement,5.959722222222222,120,241077.89,2008.9824166666667,558.0138888888889,1230,1,0.214663718353251
13599,0,0.03212015,Low,Monitor,Continue monitoring and regular customer engagement,17.913888888888888,19,6666.78,350.8831578947369,558.0138888888889,139,1,0.033988422072598
17063,0,0.1202941,Low,Monitor,Continue monitoring and regular customer engagement,108.96180555555556,8,2496.76,312.095,558.0097222222222,111,1,0.0143110212255302
15719,0,0.029882835,Low,Monitor,Continue monitoring and regular customer engagement,19.054861111111112,25,7594.77,303.7908,558.0020833333333,366,1,0.0447225524651443
12490,0,0.04591654,Low,Monitor,Continue monitoring and regular customer engagement,34.12708333333333,13,5601.43,430.8792307692308,557.9986111111111,136,1,0.0232558717349228
15793,0,0.30827314,Medium,Monitor,Continue monitoring and regular customer engagement,88.08680555555556,6,1740.6,290.1,557.9972222222223,9,1,0.0107335059307589
17056,1,0.9261841,Critical,High Priority,Targeted re-engagement campaign with personalised offer,557.9965277777778,1,128.60000000000002,128.60000000000002,557.9965277777778,8,0,0.0017889198775086
13526,1,0.871963,Critical,High Priority,Targeted re-engagement campaign with personalised offer,557.9840277777778,2,1182.0,591.0,557.9958333333333,29,0,0.0035778441997927
14654,1,0.87726986,Critical,High Priority,Targeted re-engagement campaign with personalised offer,557.9951388888888,1,246.86,246.86,557.9951388888888,27,0,0.0017889243222896
17998,1,0.5329579,High,Medium Priority,Automated re-engagement reminder or promotional campaign,199.88819444444445,3,639.24,213.08,557.9881944444444,57,1,0.0053668396395769
17742,0,0.3471137,Medium,Monitor,Continue monitoring and regular customer engagement,152.11527777777778,10,2045.94,204.594,557.9819444444445,52,1,0.0178896654881021
15326,1,0.3416474,Medium,Monitor,Continue monitoring and regular customer engagement,153.05,5,1700.52,340.104,557.9798611111111,94,1,0.0089448660816889
14478,1,0.4946703,Medium,Monitor,Continue monitoring and regular customer engagement,201.8895833333333,4,1276.66,319.165,557.9791666666666,59,1,0.0071559017554321
15967,0,0.22198878,Low,Monitor,Continue monitoring and regular customer engagement,138.03680555555556,11,2730.22,248.20181818181817,557.9729166666667,290,1,0.0196789498596756
17611,0,0.025340825,Low,Monitor,Continue monitoring and regular customer engagement,20.92083333333333,19,6375.25,335.5394736842105,557.9729166666667,637,1,0.0339909133939852
15051,0,0.35641277,Medium,Monitor,Continue monitoring and regular customer engagement,198.8361111111111,6,2543.55,423.925,557.9729166666667,113,1,0.0107339726507321
13097,0,0.06481883,Low,Monitor,Continue monitoring and regular customer engagement,52.96319444444445,23,10323.04,448.82782608695646,557.9715277777777,338,1,0.0411469973997383
13590,0,0.029858641,Low,Monitor,Continue monitoring and regular customer engagement,19.120833333333334,15,5266.15,351.07666666666665,557.9673611111111,241,1,0.0268351983382054
15984,0,0.06436866,Low,Monitor,Continue monitoring and regular customer engagement,52.99583333333333,25,6387.72,255.5088,557.9666666666667,318,1,0.0447253861291669
16887,0,0.65342605,High,Medium Priority,Automated re-engagement reminder or promotional campaign,220.05625,2,465.84,232.92,557.9645833333333,65,1,0.0035780442261174
12921,0,0.020659931,Low,Monitor,Continue monitoring and regular customer engagement,4.031944444444444,52,24717.47,475.3359615384616,557.9631944444444,232,1,0.0930293810340822
14543,0,0.029669562,Low,Monitor,Continue monitoring and regular customer engagement,2.018055555555556,33,13432.89,407.05727272727273,557.9604166666667,96,1,0.0590381698167356
15945,1,0.5343828,High,Medium Priority,Automated re-engagement reminder or promotional campaign,184.9833333333333,4,646.27,161.5675,557.9604166666667,24,1,0.0071561417959679
18037,0,0.34862387,Medium,Monitor,Continue monitoring and regular customer engagement,44.85208333333333,14,158.22,11.301428571428572,557.9597222222222,30,1,0.025046527403336
15662,1,0.8825476,Critical,High Priority,Targeted re-engagement campaign with personalised offer,480.8354166666667,2,283.73,141.865,557.9590277777778,12,1,0.0035780797886945
15380,0,0.39151046,Medium,Monitor,Continue monitoring and regular customer engagement,184.90902777777777,7,1788.8,255.54285714285717,557.9583333333334,6,1,0.0125232948192322
13110,0,0.17130002,Low,Monitor,Continue monitoring and regular customer engagement,76.8625,8,2201.29,275.16125,557.9416666666667,128,1,0.0143127637052167
12836,0,0.06747333,Low,Monitor,Continue monitoring and regular customer engagement,38.90416666666667,13,5610.77,431.59769230769234,557.9381944444444,243,1,0.0232583855052548
15005,0,0.034548342,Low,Monitor,Continue monitoring and regular customer engagement,6.909027777777778,41,10400.58,253.67268292682925,557.9381944444444,494,1,0.0733533696704192
16620,0,0.27876917,Medium,Monitor,Continue monitoring and regular customer engagement,80.09236111111112,5,1675.73,335.146,557.9270833333334,74,1,0.0089457107180796
12758,0,0.22228543,Low,Monitor,Continue monitoring and regular customer engagement,96.03125,6,8681.84,1446.9733333333334,557.9236111111111,168,1,0.0107349195502267
17961,0,0.06647219,Low,Monitor,Continue monitoring and regular customer engagement,2.890972222222222,82,2471.05,30.13475609756097,557.9180555555556,437,1,0.1467120254658678
15601,0,0.028495334,Low,Monitor,Continue monitoring and regular customer engagement,23.084722222222226,25,12163.77,486.5508,557.9145833333333,246,1,0.0447295539345233
13585,1,0.74260485,Critical,High Priority,Targeted re-engagement campaign with personalised offer,350.01180555555555,3,684.54,228.18,557.9125,29,1,0.0053675664795473
13442,1,0.8761584,Critical,High Priority,Targeted re-engagement campaign with personalised offer,486.9493055555556,3,419.87,139.95666666666668,557.9104166666667,33,1,0.005367586487101
13381,0,0.067711085,Low,Monitor,Continue monitoring and regular customer engagement,26.852777777777774,8,5656.41,707.05125,557.8965277777778,125,1,0.0143139196656109
16763,1,0.60599685,High,Medium Priority,Automated re-engagement reminder or promotional campaign,18.040277777777774,2,964.7,482.35,557.8916666666667,44,1,0.0035785110411976
17243,0,0.10080971,Low,Monitor,Continue monitoring and regular customer engagement,56.107638888888886,54,14440.03,267.407962962963,557.8847222222222,298,1,0.096620998665497
14865,0,0.6190727,High,Medium Priority,Automated re-engagement reminder or promotional campaign,191.76875,3,77.52000000000001,25.840000000000003,557.8645833333334,3,1,0.0053680266910216
17345,0,0.26083785,Medium,Monitor,Continue monitoring and regular customer engagement,16.014583333333334,8,1192.32,149.04,557.85625,128,1,0.0143149512956149
13819,1,0.43432918,Medium,Monitor,Continue monitoring and regular customer engagement,121.09166666666668,6,2642.35,440.39166666666665,557.8555555555556,47,1,0.0107362268127323
15808,1,0.20484976,Low,Monitor,Continue monitoring and regular customer engagement,125.92847222222224,21,17180.25,818.1071428571429,557.8472222222222,348,1,0.0375773541765042
17191,0,0.050427403,Low,Monitor,Continue monitoring and regular customer engagement,11.025694444444444,13,3392.36,260.95076923076925,557.8444444444444,224,1,0.0232622872594242
13748,0,0.22232951,Low,Monitor,Continue monitoring and regular customer engagement,51.93055555555556,7,1696.95,242.42142857142855,557.8375,32,1,0.0125260026394077
15265,0,0.34563842,Medium,Monitor,Continue monitoring and regular customer engagement,55.02361111111111,3,2551.76,850.5866666666667,557.8208333333333,146,1,0.0053684469530335
15750,0,0.14161146,Low,Monitor,Continue monitoring and regular customer engagement,102.84444444444443,13,4600.861,353.9123846153846,557.8131944444444,280,1,0.0232635881350729
17428,0,0.03443731,Low,Monitor,Continue monitoring and regular customer engagement,32.08402777777778,30,21498.73,716.6243333333333,557.8069444444444,330,1,0.0536858038330669
15485,0,0.34781587,Medium,Monitor,Continue monitoring and regular customer engagement,155.8138888888889,6,3514.55,585.7583333333333,557.8048611111111,56,1,0.0107372007968394
17246,1,0.794445,Critical,High Priority,Targeted re-engagement campaign with personalised offer,366.0097222222222,2,38.92,19.46,557.7951388888889,6,1,0.0035791292028359
14061,1,0.7512461,Critical,High Priority,Targeted re-engagement campaign with personalised offer,326.8111111111112,3,917.43,305.81,557.7826388888889,17,1,0.0053688139022453
14108,0,0.87253124,Critical,High Priority,Targeted re-engagement campaign with personalised offer,550.8923611111111,2,447.05,223.525,557.7798611111111,18,1,0.003579227060945
13648,1,0.37562522,Medium,Monitor,Continue monitoring and regular customer engagement,219.91944444444445,8,1764.02,220.5025,557.7756944444444,95,1,0.0143170150017958
16563,0,0.35943463,Medium,Monitor,Continue monitoring and regular customer engagement,219.94375,5,3334.82,666.964,557.7604166666666,46,1,0.0089483790384221
16701,0,0.029113648,Low,Monitor,Continue monitoring and regular customer engagement,9.044444444444444,19,6716.72,353.51157894736843,557.7298611111111,113,1,0.0340056999320134
12842,0,0.5236128,High,Medium Priority,Automated re-engagement reminder or promotional campaign,128.00972222222222,3,1109.73,369.91,557.1909722222222,27,1,0.0053745046933608
14302,1,0.58587295,High,Medium Priority,Automated re-engagement reminder or promotional campaign,250.19444444444449,3,742.9000000000001,247.63333333333333,557.1902777777777,25,1,0.0053745113797813
14135,0,0.027912112,Low,Monitor,Continue monitoring and regular customer engagement,5.970833333333333,18,6590.82,366.1566666666666,557.1611111111112,115,1,0.0322487533468034
14831,1,0.7481018,Critical,High Priority,Targeted re-engagement campaign with personalised offer,499.9298611111111,3,1676.57,558.8566666666667,557.1451388888889,67,1,0.0053749460328045
15602,0,0.07578325,Low,Monitor,Continue monitoring and regular customer engagement,20.010416666666668,12,2383.04,198.58666666666667,557.1354166666666,53,1,0.0215001586383232
13777,0,0.023158897,Low,Monitor,Continue monitoring and regular customer engagement,3.9375,49,35017.42,714.6412244897958,557.1270833333333,44,1,0.0877936252570912
14000,1,0.37259787,Medium,Monitor,Continue monitoring and regular customer engagement,30.83333333333333,5,2046.34,409.268,557.125,28,1,0.0089585666293393
16823,1,0.14227581,Low,Monitor,Continue monitoring and regular customer engagement,46.90972222222222,7,2243.09,320.4414285714286,557.1201388888888,149,1,0.0125421025192455
16163,1,0.33682606,Medium,Monitor,Continue monitoring and regular customer engagement,51.89930555555556,6,2407.98,401.33,557.1180555555555,59,1,0.0107504137167315
17193,0,0.6420917,High,Medium Priority,Automated re-engagement reminder or promotional campaign,205.82847222222225,2,610.74,305.37,557.1166666666667,12,1,0.0035834801564786
15759,1,0.36935216,Medium,Monitor,Continue monitoring and regular customer engagement,37.90069444444445,7,830.9300000000001,118.70428571428572,557.1125,10,1,0.0125422741830724
16131,0,0.09826627,Low,Monitor,Continue monitoring and regular customer engagement,26.8375,8,8115.4,1014.425,557.1118055555555,117,1,0.0143340454732661
14560,0,0.07789346,Low,Monitor,Continue monitoring and regular customer engagement,15.868055555555555,31,5108.26,164.7825806451613,557.1076388888889,51,1,0.0555448408871745
17087,1,0.89974755,Critical,High Priority,Targeted re-engagement campaign with personalised offer,557.0895833333333,1,221.53,221.53,557.0895833333333,12,0,0.0017918270289641
14894,0,0.519819,Medium,Monitor,Continue monitoring and regular customer engagement,262.89375,2,837.0600000000001,418.53,557.0888888888888,23,1,0.0035836585171617
16202,1,0.20625277,Low,Monitor,Continue monitoring and regular customer engagement,180.08819444444444,9,2501.99,277.99888888888887,557.0847222222222,105,1,0.0161265837275801
16700,0,0.02598252,Low,Monitor,Continue monitoring and regular customer engagement,20.914583333333333,19,6702.45,352.7605263157895,557.0826388888889,229,1,0.0340451371822422
17511,0,0.03635333,Low,Monitor,Continue monitoring and regular customer engagement,25.8875,44,116820.89,2655.0202272727274,557.0819444444444,502,1,0.0788414684223493
14299,0,0.1991273,Low,Monitor,Continue monitoring and regular customer engagement,137.92083333333332,22,11670.57,530.4804545454546,557.0777777777778,99,1,0.0394210285304716
17949,0,0.05021866,Low,Monitor,Continue monitoring and regular customer engagement,8.958333333333334,88,69435.59999999999,789.0409090909092,557.0715277777778,39,1,0.1576858800706301
14799,0,0.88172245,Critical,High Priority,Targeted re-engagement campaign with personalised offer,557.0638888888889,1,180.45,180.45,557.0638888888889,10,0,0.0017919095284789
16550,0,0.029485706,Low,Monitor,Continue monitoring and regular customer engagement,4.96875,16,7940.94,496.30875,557.0597222222223,243,1,0.0286707665199114
12980,0,0.07812046,Low,Monitor,Continue monitoring and regular customer engagement,7.091666666666667,19,14329.86,754.2031578947368,557.0583333333333,7,1,0.0340466199770036
14425,1,0.61366284,High,Medium Priority,Automated re-engagement reminder or promotional campaign,254.1013888888889,3,661.39,220.4633333333333,557.0548611111111,35,1,0.0053758155497953
15353,1,0.11971559,Low,Monitor,Continue monitoring and regular customer engagement,74.02430555555556,7,2794.4700000000003,399.21,557.0534722222222,274,1,0.0125436008347467
17818,1,0.86254084,Critical,High Priority,Targeted re-engagement campaign with personalised offer,557.0527777777778,1,124.78,124.78,557.0527777777778,42,0,0.0017919452062976
13654,0,0.06400427,Low,Monitor,Continue monitoring and regular customer engagement,21.103472222222223,8,4773.51,596.68875,557.0465277777778,192,1,0.0143357222055608
17189,0,0.4401406,Medium,Monitor,Continue monitoring and regular customer engagement,178.80694444444444,4,796.45,199.1125,557.0451388888889,87,1,0.0071678789424889
13269,0,0.042913217,Low,Monitor,Continue monitoring and regular customer engagement,37.829166666666666,18,5239.32,291.0733333333333,557.04375,185,1,0.0322555355202885
14653,0,0.34354496,Medium,Monitor,Continue monitoring and regular customer engagement,157.96458333333334,6,2011.22,335.2033333333333,557.0409722222222,150,1,0.0107518986932212
17019,0,0.10580391,Low,Monitor,Continue monitoring and regular customer engagement,81.06527777777778,10,3340.14,334.014,557.0402777777778,308,1,0.0179198534554206
15542,1,0.5679052,High,Medium Priority,Automated re-engagement reminder or promotional campaign,331.97083333333336,3,855.71,285.2366666666667,557.0395833333333,212,1,0.0053759627266584
13564,0,0.19914731,Low,Monitor,Continue monitoring and regular customer engagement,173.83333333333334,36,15948.33,443.00916666666666,557.0381944444445,484,1,0.0645117132812743
16467,1,0.62392324,High,High Priority,Targeted re-engagement campaign with personalised offer,328.0423611111111,7,2869.16,409.88,557.0354166666667,14,1,0.0125440066901369
15833,1,0.9228737,Critical,High Priority,Targeted re-engagement campaign with personalised offer,557.0354166666667,1,80.4,80.4,557.0354166666667,5,0,0.0017920009557338
14527,0,0.043747596,Low,Monitor,Continue monitoring and regular customer engagement,4.020138888888889,94,22302.11,237.2564893617021,557.0305555555556,527,1,0.1684495572225734
17476,1,0.6574823,High,Medium Priority,Automated re-engagement reminder or promotional campaign,215.10347222222225,2,489.86,244.93,557.0284722222223,29,1,0.0035840465129591
15287,0,0.5193107,Medium,Monitor,Continue monitoring and regular customer engagement,199.09791666666663,3,369.34,123.11333333333334,557.0256944444444,13,1,0.0053760965307999
14440,0,0.26138562,Medium,Monitor,Continue monitoring and regular customer engagement,136.09722222222223,10,4810.06,481.006,557.0256944444444,55,1,0.0179203217693331
15680,0,0.22095901,Low,Monitor,Continue monitoring and regular customer engagement,185.92152777777775,8,3173.9,396.7375,557.0243055555555,128,1,0.0143362930975477
15581,0,0.10564577,Low,Monitor,Continue monitoring and regular customer engagement,45.824305555555554,33,4435.39,134.40575757575758,557.0215277777778,523,1,0.0591375034067532
13740,1,0.28589824,Medium,Monitor,Continue monitoring and regular customer engagement,60.09583333333333,5,1582.77,316.554,557.0194444444444,83,1,0.0089602612413944
17768,0,0.45489207,Medium,Monitor,Continue monitoring and regular customer engagement,206.9638888888889,4,1210.83,302.7075,557.0166666666667,69,1,0.0071682446760849
12948,0,0.31232518,Medium,Monitor,Continue monitoring and regular customer engagement,34.109027777777776,5,1138.74,227.748,557.0152777777778,53,1,0.0089603281471285
14667,0,0.03399442,Low,Monitor,Continue monitoring and regular customer engagement,33.990972222222226,40,15114.55,377.86375,557.0083333333333,473,1,0.0716835172712474
17377,0,0.10026346,Low,Monitor,Continue monitoring and regular customer engagement,75.06597222222223,65,15183.57,233.59338461538465,557.0076388888889,428,1,0.1164858605330721
14467,0,0.25031093,Medium,Monitor,Continue monitoring and regular customer engagement,132.01041666666666,9,1738.68,193.18666666666667,557.0041666666667,120,1,0.0161289118211482
13457,1,0.89286816,Critical,High Priority,Targeted re-engagement campaign with personalised offer,508.1680555555556,2,148.22,74.11,557.0027777777777,9,1,0.0035842115481304
18108,1,0.5660546,High,Medium Priority,Automated re-engagement reminder or promotional campaign,73.95416666666667,3,848.8100000000001,282.93666666666667,557.0020833333333,43,1,0.0053763240131271
16210,0,0.04477292,Low,Monitor,Continue monitoring and regular customer engagement,32.87361111111111,26,23257.88,894.5338461538462,556.9972222222223,117,1,0.0465952140343191
14669,1,0.13227937,Low,Monitor,Continue monitoring and regular customer engagement,61.046527777777776,7,3216.78,459.54,556.9888888888889,334,1,0.0125450526693084
17909,1,0.9262774,Critical,High Priority,Targeted re-engagement campaign with personalised offer,556.9861111111111,1,110.05,110.05,556.9861111111111,8,0,0.0017921593030491
16086,0,0.09899935,Low,Monitor,Continue monitoring and regular customer engagement,19.88958333333333,8,2153.4,269.175,556.9791666666666,63,1,0.01433745286189
16711,0,0.48104677,Medium,Monitor,Continue monitoring and regular customer engagement,121.91944444444444,6,1816.25,302.7083333333333,556.9777777777778,11,1,0.0107531164124417
14739,0,0.052212827,Low,Monitor,Continue monitoring and regular customer engagement,39.03611111111111,21,8978.960000000001,427.56952380952384,556.9770833333333,116,1,0.0376359542842634
16233,0,0.37822774,Medium,Monitor,Continue monitoring and regular customer engagement,149.09652777777777,8,1608.13,201.01625,556.9770833333333,37,1,0.0143375063940051
14204,0,0.46790367,Medium,Monitor,Continue monitoring and regular customer engagement,241.97083333333333,3,874.22,291.4066666666667,556.975,158,1,0.005376584972445
17606,1,0.92199373,Critical,High Priority,Targeted re-engagement campaign with personalised offer,556.9708333333333,1,87.30000000000001,87.30000000000001,556.9708333333333,6,0,0.0017922083740936
16797,1,0.2882371,Medium,Monitor,Continue monitoring and regular customer engagement,212.7333333333333,5,1802.02,360.404,556.9701388888889,289,1,0.0089610530232974
16126,0,0.024746897,Low,Monitor,Continue monitoring and regular customer engagement,3.911805555555556,13,10200.83,784.6792307692308,556.9694444444444,128,1,0.0232987668580019
17867,0,0.19392702,Low,Monitor,Continue monitoring and regular customer engagement,22.87361111111111,11,1028.23,93.47545454545455,556.9659722222223,63,1,0.0197144638698845
17412,0,0.044714153,Low,Monitor,Continue monitoring and regular customer engagement,15.913194444444445,13,3671.98,282.46,556.9576388888889,143,1,0.0232992598253302
16525,0,0.022298133,Low,Monitor,Continue monitoring and regular customer engagement,4.193055555555556,38,19310.96,508.1831578947368,556.95625,108,1,0.068105698251431
13623,0,0.056271303,Low,Monitor,Continue monitoring and regular customer engagement,29.85972222222222,9,2344.49,260.4988888888889,556.9534722222222,198,1,0.0161303772591551
12435,0,0.31513005,Medium,Monitor,Continue monitoring and regular customer engagement,87.21527777777777,5,10075.03,2015.006,556.9527777777778,81,1,0.008961331853054
14549,1,0.4582624,Medium,Monitor,Continue monitoring and regular customer engagement,130.96041666666667,4,913.6,228.4,556.9472222222222,117,1,0.0071691368657927
14106,1,0.9120842,Critical,High Priority,Targeted re-engagement campaign with personalised offer,556.9451388888889,1,214.8,214.8,556.9451388888889,1,0,0.0017922909087288
14980,1,0.9078139,Critical,High Priority,Targeted re-engagement campaign with personalised offer,556.9451388888889,1,150.68,150.68,556.9451388888889,24,0,0.0017922909087288
14396,0,0.30887687,Medium,Monitor,Continue monitoring and regular customer engagement,190.89652777777775,6,1591.74,265.29,556.9368055555556,167,1,0.010753906070107
14122,1,0.6199106,High,Medium Priority,Automated re-engagement reminder or promotional campaign,225.9020833333333,3,362.42,120.80666666666669,556.9361111111111,12,1,0.0053769597275673
16987,0,0.29235828,Medium,Monitor,Continue monitoring and regular customer engagement,24.87152777777778,5,1117.65,223.53000000000003,556.9277777777778,120,1,0.0089617333983888
17809,0,0.081066445,Low,Monitor,Continue monitoring and regular customer engagement,37.11805555555556,14,7324.68,523.1914285714286,556.9152777777778,32,1,0.0250934157167431
15917,1,0.40108466,Medium,Monitor,Continue monitoring and regular customer engagement,67.09027777777777,5,530.17,106.034,556.9131944444445,127,1,0.0089619676497862
14987,0,0.50048876,Medium,Monitor,Continue monitoring and regular customer engagement,185.02569444444444,7,1387.4499999999998,198.20714285714283,556.9125,4,1,0.0125467703268881
14080,0,0.57655495,High,Medium Priority,Automated re-engagement reminder or promotional campaign,232.94861111111112,4,1070.08,267.52,556.9090277777777,70,1,0.0071696276648049
16200,0,0.22652315,Low,Monitor,Continue monitoring and regular customer engagement,202.0368055555556,10,4539.23,453.92300000000006,556.9069444444444,241,1,0.0179241360939822
15794,1,0.84971374,Critical,High Priority,Targeted re-engagement campaign with personalised offer,555.9902777777778,2,777.0,388.5,556.9027777777778,15,1,0.0035848539918842
15523,0,0.3626456,Medium,Monitor,Continue monitoring and regular customer engagement,207.89097222222225,15,16847.18,1123.1453333333334,556.8986111111111,63,1,0.0268866057402903
15615,0,0.016190032,Low,Monitor,Continue monitoring and regular customer engagement,3.033333333333333,36,16196.19,449.8941666666667,556.8902777777778,242,1,0.0645288176438517
18001,0,0.47479704,Medium,Monitor,Continue monitoring and regular customer engagement,269.05069444444445,4,509.01,127.2525,556.8833333333333,69,1,0.0071699578764974
17841,0,0.020357985,Low,Monitor,Continue monitoring and regular customer engagement,2.861111111111111,137,40821.76,297.9690510948905,556.88125,1789,1,0.2455719743224924
13089,0,0.027504055,Low,Monitor,Continue monitoring and regular customer engagement,5.042361111111111,160,84122.0,525.7625,556.8791666666667,699,1,0.2868004570882284
15989,1,0.69076663,High,Medium Priority,Automated re-engagement reminder or promotional campaign,195.0326388888889,2,368.31,184.155,556.8743055555556,81,1,0.0035850369520215
17660,0,0.84228814,Critical,High Priority,Targeted re-engagement campaign with personalised offer,556.8666666666667,1,163.47,163.47,556.8666666666667,42,0,0.0017925430210325
13313,0,0.074356265,Low,Monitor,Continue monitoring and regular customer engagement,34.979166666666664,9,2499.74,277.7488888888889,556.8555555555556,89,1,0.0161332085167406
