Customer ID,Churn,ChurnProbability,RiskSegment,RecencyDays,PurchaseFrequency,MonetaryValue,UniqueProducts,IsRepeatCustomer,HighValueCustomer,RetentionPriority
12846,1,0.9288164,Critical,501.84791666666666,1,15.58,1,0,0,High Priority
18115,1,0.92878675,Critical,517.0368055555556,1,9.7,3,0,0,High Priority
12555,1,0.92868006,Critical,501.85,1,129.23,1,0,0,High Priority
17575,1,0.92855567,Critical,486.95972222222224,1,171.7,5,0,0,High Priority
16694,1,0.92798597,Critical,542.8784722222222,1,98.3,3,0,0,High Priority
14376,1,0.92795753,Critical,502.8847222222222,1,215.46,17,0,0,High Priority
14079,0,0.92762446,Critical,501.8131944444444,1,243.63,1,0,0,High Priority
15534,1,0.9275671,Critical,545.0013888888889,1,162.25,8,0,0,High Priority
14207,1,0.9274815,Critical,507.1368055555556,1,157.8,2,0,0,High Priority
12776,1,0.92740273,Critical,487.0270833333333,1,55.5,4,0,0,High Priority
15875,1,0.9273113,Critical,465.8326388888889,1,108.52,18,0,0,High Priority
15371,1,0.92684346,Critical,481.98333333333335,1,59.400000000000006,1,0,0,High Priority
14095,1,0.92658913,Critical,542.0006944444444,1,2.95,1,0,0,High Priority
17592,1,0.92642796,Critical,558.0840277777778,1,148.3,13,0,0,High Priority
17318,1,0.92630094,Critical,544.9854166666667,1,157.32999999999998,17,0,0,High Priority
17909,1,0.9262774,Critical,556.9861111111111,1,110.05,8,0,0,High Priority
17056,1,0.9261841,Critical,557.9965277777778,1,128.60000000000002,8,0,0,High Priority
13036,1,0.92612433,Critical,504.0520833333333,1,307.1,6,0,0,High Priority
14892,1,0.9259923,Critical,510.1611111111111,1,202.35,13,0,0,High Priority
15082,1,0.92598057,Critical,488.1020833333333,1,93.35,6,0,0,High Priority
16051,1,0.9258812,Critical,501.1333333333333,1,188.44,12,0,0,High Priority
17487,1,0.925841,Critical,547.9055555555556,1,160.55,8,0,0,High Priority
18148,1,0.9254832,Critical,466.0486111111111,1,112.85,9,0,0,High Priority
16530,1,0.9253347,Critical,487.8888888888889,1,48.35,3,0,0,High Priority
12638,0,0.9249793,Critical,459.09722222222223,1,249.8,9,0,0,High Priority
14943,1,0.9249026,Critical,482.8652777777778,1,107.62,5,0,0,High Priority
13793,1,0.92472464,Critical,466.18402777777777,1,96.0,7,0,0,High Priority
16459,1,0.92471033,Critical,549.0055555555556,1,71.78999999999999,5,0,0,High Priority
16537,1,0.92469984,Critical,460.9645833333333,1,23.35,3,0,0,High Priority
13490,1,0.92455155,Critical,473.9180555555556,1,154.25,8,0,0,High Priority
14751,1,0.924159,Critical,503.96736111111113,2,126.45,7,1,0,High Priority
15927,1,0.9240751,Critical,466.97569444444446,1,106.54,13,0,0,High Priority
17328,1,0.923952,Critical,492.81875,1,104.7,6,0,0,High Priority
13907,1,0.9238848,Critical,511.0194444444445,1,136.8,4,0,0,High Priority
13114,1,0.9233822,Critical,550.1208333333333,1,234.38,16,0,0,High Priority
15558,1,0.9232884,Critical,458.8923611111111,1,202.68,23,0,0,High Priority
15479,1,0.9230957,Critical,552.9041666666667,1,147.4,9,0,0,High Priority
15833,1,0.9228737,Critical,557.0354166666667,1,80.4,5,0,0,High Priority
17319,1,0.92250884,Critical,488.87708333333336,1,29.1,3,0,0,High Priority
14977,1,0.92201686,Critical,545.0923611111111,1,31.93,4,0,0,High Priority
16301,1,0.92199373,Critical,556.1041666666666,1,107.33,6,0,0,High Priority
17606,1,0.92199373,Critical,556.9708333333333,1,87.30000000000001,6,0,0,High Priority
14347,1,0.92199373,Critical,556.0840277777778,1,82.6,6,0,0,High Priority
13469,1,0.92190385,Critical,472.90763888888887,1,82.4,6,0,0,High Priority
14726,1,0.9218356,Critical,474.0104166666667,1,116.5,15,0,0,High Priority
13757,1,0.9217003,Critical,494.00902777777776,1,195.55,8,0,0,High Priority
13053,1,0.9216573,Critical,441.05694444444447,1,127.65,17,0,0,High Priority
17586,1,0.921595,Critical,438.9847222222222,1,167.4,8,0,0,High Priority
14574,1,0.9214279,Critical,552.0055555555556,1,143.70000000000002,11,0,0,High Priority
12848,1,0.92137814,Critical,495.00347222222223,1,208.0,16,0,0,High Priority
15693,1,0.9213301,Critical,478.9256944444445,1,37.5,1,0,0,High Priority
14190,1,0.9212969,Critical,485.9326388888889,1,79.9,1,0,0,High Priority
15162,1,0.9210848,Critical,550.9833333333333,1,312.9,12,0,0,High Priority
12861,1,0.9205437,Critical,439.0493055555556,1,68.25,4,0,0,High Priority
14378,1,0.92049974,Critical,441.0194444444445,1,131.25,9,0,0,High Priority
15698,1,0.9200666,Critical,443.8,1,46.2,2,0,0,High Priority
14827,1,0.9200562,Critical,484.87708333333336,1,0.0,1,0,0,High Priority
14103,1,0.9200562,Critical,484.9111111111111,1,0.0,1,0,0,High Priority
13219,1,0.91965264,Critical,437.93888888888887,1,76.23,11,0,0,High Priority
14072,1,0.91885746,Critical,486.0131944444444,1,390.85,19,0,0,High Priority
14171,0,0.9186434,Critical,549.9583333333334,1,135.0,6,0,0,High Priority
15999,1,0.91789675,Critical,555.0131944444445,1,20.4,1,0,0,High Priority
13847,1,0.9176757,Critical,539.0895833333333,1,310.72,19,0,0,High Priority
16388,1,0.9174136,Critical,473.1041666666667,1,186.05,13,0,0,High Priority
13087,1,0.9171146,Critical,545.8986111111111,1,313.64,15,0,0,High Priority
17557,0,0.91692835,Critical,552.1076388888889,1,34.0,1,0,0,High Priority
17151,1,0.91688395,Critical,554.9125,1,231.90000000000003,4,0,0,High Priority
18166,1,0.91661155,Critical,443.01666666666665,1,175.5,10,0,0,High Priority
13416,0,0.91653794,Critical,555.9916666666667,1,228.3,7,0,0,High Priority
14637,1,0.916252,Critical,496.87361111111113,1,106.68,7,0,0,High Priority
17875,1,0.91619736,Critical,507.8888888888889,1,167.1,25,0,0,High Priority
13609,1,0.9160001,Critical,412.975,1,167.35,7,0,0,High Priority
17982,1,0.91564775,Critical,500.1333333333333,1,138.18,13,0,0,High Priority
16280,1,0.91505444,Critical,544.8756944444444,1,238.05,16,0,0,High Priority
13128,1,0.9148938,Critical,450.9041666666666,1,263.5,1,0,0,High Priority
16944,1,0.91433865,Critical,429.0743055555556,1,101.36,7,0,0,High Priority
15496,1,0.9143062,Critical,450.9819444444444,1,146.14,22,0,0,High Priority
12934,1,0.91430527,Critical,556.0826388888889,1,181.65,2,0,0,High Priority
17794,1,0.9142882,Critical,506.1055555555556,2,147.3,7,1,0,High Priority
15524,0,0.9142675,Critical,426.1465277777778,1,151.4,8,0,0,High Priority
15575,1,0.9141012,Critical,439.0,1,30.1,3,0,0,High Priority
18152,1,0.9140565,Critical,465.89166666666665,1,426.69,10,0,0,High Priority
13071,1,0.9138229,Critical,431.96736111111113,1,129.22,12,0,0,High Priority
14650,1,0.913794,Critical,408.6826388888889,1,62.5,4,0,0,High Priority
16901,1,0.9129412,Critical,548.8472222222222,1,204.26,23,0,0,High Priority
12636,1,0.9128503,Critical,558.1215277777778,1,141.0,1,0,0,High Priority
14106,1,0.9120842,Critical,556.9451388888889,1,214.8,1,0,0,High Priority
16028,1,0.9118393,Critical,415.0451388888889,1,82.2,5,0,0,High Priority
14743,1,0.91176945,Critical,412.1,1,50.48,3,0,0,High Priority
17927,1,0.91171414,Critical,541.0743055555556,1,294.0,10,0,0,High Priority
16964,1,0.91167927,Critical,552.9979166666667,2,207.85,6,0,0,High Priority
17066,1,0.9116477,Critical,545.9763888888889,1,228.34,17,0,0,High Priority
15474,1,0.9115943,Critical,415.06666666666666,1,150.35,19,0,0,High Priority
17359,0,0.9114762,Critical,467.9180555555556,1,156.6,23,0,0,High Priority
15209,1,0.9110227,Critical,549.8083333333333,1,178.98000000000002,13,0,0,High Priority
14519,1,0.91054916,Critical,503.06388888888887,2,203.14,38,1,0,High Priority
18174,0,0.9102771,Critical,423.0229166666667,1,58.5,1,0,0,High Priority
17605,1,0.9102305,Critical,409.9201388888889,1,160.75,13,0,0,High Priority
12470,1,0.9101558,Critical,509.0756944444444,1,211.95,23,0,0,High Priority
16548,1,0.91004753,Critical,418.8576388888889,1,30.15,6,0,0,High Priority
16578,1,0.90983564,Critical,445.9020833333333,1,156.6,9,0,0,High Priority
14879,1,0.90968287,Critical,504.0520833333333,1,185.06,27,0,0,High Priority
16277,1,0.9096277,Critical,553.0576388888888,1,188.69,23,0,0,High Priority
18046,1,0.9094881,Critical,469.0513888888889,1,189.63,26,0,0,High Priority
17216,1,0.90931165,Critical,373.99097222222224,1,63.6,13,0,0,High Priority
13119,1,0.90873075,Critical,488.175,1,134.9,11,0,0,High Priority
14999,1,0.90867335,Critical,412.0854166666667,1,129.48000000000002,9,0,0,High Priority
12969,1,0.90815216,Critical,422.0833333333333,1,122.45,5,0,0,High Priority
14980,1,0.9078139,Critical,556.9451388888889,1,150.68,24,0,0,High Priority
16195,1,0.9076223,Critical,542.9451388888889,1,323.25,16,0,0,High Priority
13007,1,0.9072735,Critical,399.0916666666666,1,175.25,11,0,0,High Priority
17577,1,0.9070107,Critical,464.9923611111111,2,348.75,20,1,0,High Priority
17488,1,0.9068517,Critical,460.94652777777776,1,336.5,18,0,0,High Priority
13289,1,0.90667284,Critical,543.0395833333333,1,307.95,16,0,0,High Priority
15924,1,0.90653616,Critical,550.9097222222222,1,102.82,14,0,0,High Priority
15455,1,0.90643185,Critical,417.0048611111111,1,38.25,2,0,0,High Priority
17192,1,0.9061662,Critical,355.86319444444445,1,75.28,20,0,0,High Priority
13180,1,0.90578884,Critical,426.96736111111113,1,86.10000000000001,4,0,0,High Priority
15964,1,0.9055516,Critical,482.8888888888889,1,269.21000000000004,20,0,0,High Priority
13511,1,0.90551347,Critical,496.02777777777777,1,282.76,5,0,0,High Priority
15697,1,0.905324,Critical,509.15277777777777,1,246.75,14,0,0,High Priority
16651,1,0.90511435,Critical,406.0444444444444,1,136.2,6,0,0,High Priority
13628,1,0.90496963,Critical,495.92083333333335,1,310.14,16,0,0,High Priority
12496,1,0.9049044,Critical,439.9472222222222,2,45.34,10,0,0,High Priority
14983,1,0.90464807,Critical,508.8041666666667,1,183.2,30,0,0,High Priority
16941,1,0.9044968,Critical,431.0673611111111,1,33.0,2,0,0,High Priority
16664,1,0.90440726,Critical,388.81875,1,109.2,8,0,0,High Priority
15112,1,0.9043484,Critical,430.93958333333336,1,209.4,7,0,0,High Priority
17922,1,0.90432566,Critical,362.84583333333336,1,170.4,8,0,0,High Priority
14255,1,0.90427154,Critical,365.8722222222222,1,1000.63,1,0,0,High Priority
17784,1,0.9041686,Critical,369.8625,1,112.86,19,0,0,High Priority
16896,1,0.904165,Critical,374.88194444444446,1,103.95,18,0,0,High Priority
13413,1,0.9040746,Critical,459.0229166666667,6,429.44,38,1,0,High Priority
15548,1,0.9037736,Critical,415.0208333333333,1,158.09,23,0,0,High Priority
18103,1,0.9034891,Critical,368.9680555555556,1,105.8,10,0,0,High Priority
15487,1,0.90334886,Critical,499.02986111111113,1,231.32,14,0,0,High Priority
14374,1,0.90277076,Critical,360.93402777777777,1,108.0,7,0,0,High Priority
16645,1,0.90275633,Critical,555.1256944444444,1,160.39,14,0,0,High Priority
14993,1,0.902724,Critical,383.00208333333336,1,36.13,9,0,0,High Priority
14955,1,0.90247405,Critical,552.0520833333334,1,163.77,30,0,0,High Priority
12392,1,0.90242356,Critical,410.9486111111111,1,234.75000000000003,7,0,0,High Priority
18042,0,0.9023132,Critical,361.08125,1,116.1,9,0,0,High Priority
17401,1,0.9023132,Critical,360.8305555555556,1,114.85,11,0,0,High Priority
15022,0,0.90156114,Critical,496.8666666666667,1,281.05,19,0,0,High Priority
17721,1,0.9012081,Critical,478.89722222222224,1,307.21000000000004,11,0,0,High Priority
15409,1,0.9008706,Critical,540.8854166666666,1,131.25,9,0,0,High Priority
12894,1,0.90073055,Critical,394.91875,1,157.35,21,0,0,High Priority
16911,1,0.90063685,Critical,455.02222222222224,2,255.25,30,1,0,High Priority
13586,1,0.900603,Critical,360.9604166666667,1,127.28,20,0,0,High Priority
12663,1,0.9000523,Critical,444.13194444444446,2,239.4,9,1,0,High Priority
17087,1,0.89974755,Critical,557.0895833333333,1,221.53,12,0,0,High Priority
17065,1,0.899734,Critical,457.04791666666665,2,194.7,6,0,0,High Priority
17971,1,0.8995878,Critical,367.9486111111111,1,161.94,21,0,0,High Priority
17959,1,0.8994559,Critical,411.94305555555553,1,140.75,2,0,0,High Priority
16605,1,0.899377,Critical,543.7409722222222,1,60.48,1,0,0,High Priority
14330,1,0.8993603,Critical,443.15277777777777,1,200.63,13,0,0,High Priority
17543,1,0.89912355,Critical,369.00625,1,120.05,13,0,0,High Priority
16486,1,0.89886844,Critical,357.0236111111111,1,134.36,7,0,0,High Priority
18253,1,0.8988112,Critical,462.0083333333333,1,317.88,7,0,0,High Priority
13794,1,0.8986592,Critical,366.0138888888889,1,126.03,9,0,0,High Priority
15340,1,0.89792985,Critical,381.09930555555553,1,105.5,7,0,0,High Priority
14042,1,0.8977187,Critical,544.9048611111111,1,431.98,21,0,0,High Priority
13905,1,0.897399,Critical,552.0479166666667,1,312.65,12,0,0,High Priority
13688,1,0.89729816,Critical,454.94375,1,375.5,5,0,0,High Priority
17225,1,0.89725804,Critical,401.05,1,131.15,5,0,0,High Priority
14558,1,0.8971599,Critical,473.9993055555556,3,655.5,13,1,0,High Priority
16831,1,0.89679223,Critical,384.1541666666666,1,91.8,6,0,0,High Priority
13438,1,0.89657485,Critical,366.7527777777778,1,46.5,1,0,0,High Priority
16452,1,0.8963704,Critical,450.0076388888889,2,332.17,14,1,0,High Priority
17304,1,0.8962778,Critical,353.8520833333333,1,111.5,5,0,0,High Priority
15770,1,0.896178,Critical,432.04375,1,321.45,18,0,0,High Priority
17916,1,0.8959916,Critical,448.01666666666665,2,43.87,15,1,0,High Priority
16666,0,0.8959326,Critical,440.90069444444447,1,98.73,15,0,0,High Priority
17417,1,0.8955141,Critical,368.11805555555554,1,164.18,16,0,0,High Priority
16663,1,0.8954487,Critical,548.9847222222222,1,165.0,1,0,0,High Priority
12774,1,0.8953556,Critical,355.09166666666664,1,98.7,6,0,0,High Priority
14394,1,0.8953556,Critical,384.08819444444447,1,93.8,6,0,0,High Priority
15305,1,0.89533734,Critical,374.9583333333333,1,93.6,5,0,0,High Priority
16564,1,0.89533734,Critical,388.92291666666665,1,87.8,5,0,0,High Priority
17647,0,0.89527243,Critical,488.9236111111111,2,198.6,5,0,0,High Priority
17583,1,0.8952287,Critical,379.9347222222222,1,135.95,7,0,0,High Priority
15256,0,0.8951577,Critical,381.04791666666665,1,71.95,4,0,0,High Priority
14588,1,0.89514196,Critical,397.9041666666666,1,135.39,16,0,0,High Priority
12416,1,0.894985,Critical,476.1048611111111,1,202.56,11,0,0,High Priority
17285,1,0.8944707,Critical,447.9666666666666,2,407.94,41,1,0,High Priority
13111,1,0.89437985,Critical,538.1597222222222,1,321.88000000000005,12,0,0,High Priority
15588,1,0.89426076,Critical,497.0215277777778,1,579.6,4,0,0,High Priority
15913,1,0.89405495,Critical,353.8465277777778,1,6.300000000000001,1,0,0,High Priority
14274,1,0.89402837,Critical,505.9993055555556,1,256.6,15,0,0,High Priority
17494,1,0.89381135,Critical,321.1138888888889,1,54.7,3,0,0,High Priority
15229,1,0.8930785,Critical,405.9583333333333,1,160.5,9,0,0,High Priority
13457,1,0.89286816,Critical,508.1680555555556,2,148.22,9,1,0,High Priority
15868,1,0.8928541,Critical,402.94375,1,94.53,4,0,0,High Priority
15317,1,0.89283967,Critical,496.87152777777777,1,129.75,5,0,0,High Priority
15943,1,0.89279044,Critical,469.0006944444444,2,271.29,12,1,0,High Priority
17040,0,0.89278656,Critical,369.9041666666666,1,13.52,1,0,0,High Priority
15040,1,0.89278656,Critical,361.0486111111111,1,7.49,1,0,0,High Priority
16219,1,0.8926868,Critical,320.0458333333333,1,40.8,1,0,0,High Priority
15991,1,0.8926786,Critical,353.875,1,150.55,6,0,0,High Priority
14086,1,0.8925676,Critical,282.08194444444445,1,39.95,1,0,0,High Priority
14717,1,0.8924823,Critical,552.9895833333334,1,81.3,11,0,0,High Priority
16165,1,0.8923836,Critical,324.93958333333336,1,79.9,1,0,0,High Priority
15905,1,0.8923734,Critical,362.86805555555554,1,114.69,22,0,0,High Priority
16436,1,0.89222723,Critical,487.9798611111111,3,319.14,37,1,0,High Priority
17224,1,0.8916167,Critical,320.97222222222223,1,100.86,8,0,0,High Priority
18186,1,0.8915786,Critical,542.1027777777778,1,329.58,11,0,0,High Priority
14509,1,0.8914035,Critical,353.9784722222222,1,110.95,25,0,0,High Priority
14384,1,0.8913732,Critical,320.12291666666664,1,58.5,3,0,0,High Priority
15293,1,0.89125067,Critical,485.0388888888889,1,247.5,19,0,0,High Priority
17662,1,0.8910561,Critical,481.1333333333333,2,412.92,14,1,0,High Priority
18199,1,0.89086914,Critical,503.0541666666667,1,344.75,20,0,0,High Priority
17240,1,0.89083457,Critical,415.87916666666666,1,130.6,7,0,0,High Priority
14969,1,0.8908343,Critical,523.0048611111112,1,906.23,13,0,0,High Priority
13009,1,0.89074564,Critical,492.0194444444445,1,234.0,4,0,0,High Priority
16417,1,0.8907412,Critical,312.15416666666664,1,35.7,1,0,0,High Priority
15284,1,0.8907412,Critical,319.97569444444446,1,24.75,1,0,0,High Priority
13788,1,0.8907412,Critical,324.875,1,3.75,1,0,0,High Priority
14495,0,0.889999,Critical,479.1673611111111,1,51.0,1,0,0,High Priority
13222,1,0.8898793,Critical,396.9555555555556,1,88.5,1,0,0,High Priority
14833,1,0.8897878,Critical,318.1138888888889,1,94.8,7,0,0,High Priority
12368,1,0.8897358,Critical,447.8708333333333,1,917.7,18,0,0,High Priority
18201,1,0.88973016,Critical,542.1631944444445,1,447.53,27,0,0,High Priority
17565,1,0.8896768,Critical,406.0388888888889,1,131.83,30,0,0,High Priority
14989,1,0.88950384,Critical,481.09027777777777,1,342.4,18,0,0,High Priority
17842,1,0.8892182,Critical,421.9354166666666,1,430.69,18,0,0,High Priority
15359,1,0.88885367,Critical,482.0854166666667,8,181.35,10,1,0,High Priority
14941,1,0.8887999,Critical,398.05555555555554,1,182.1,7,0,0,High Priority
12941,1,0.8887304,Critical,543.9847222222222,1,377.49,27,0,0,High Priority
17336,1,0.88866204,Critical,291.88402777777776,1,81.12,1,0,0,High Priority
13896,1,0.88860375,Critical,445.16319444444446,1,388.55,21,0,0,High Priority
14137,1,0.88858277,Critical,515.0138888888889,1,332.7,11,0,0,High Priority
13913,1,0.8882894,Critical,326.11041666666665,1,42.22,3,0,0,High Priority
17587,1,0.88827944,Critical,447.9402777777778,1,176.71,42,0,0,High Priority
18029,1,0.88772976,Critical,461.8888888888889,1,433.77,18,0,0,High Priority
17833,1,0.88752854,Critical,542.9652777777778,1,338.46000000000004,28,0,0,High Priority
16035,1,0.8873724,Critical,379.9034722222222,1,217.73,21,0,0,High Priority
15720,0,0.8871021,Critical,369.88194444444446,1,140.49,25,0,0,High Priority
14007,1,0.88701904,Critical,332.1555555555556,1,79.48,5,0,0,High Priority
14144,1,0.8868836,Critical,305.8979166666667,1,30.6,1,0,0,High Priority
16285,1,0.88672274,Critical,465.86597222222224,1,176.9,31,0,0,High Priority
16641,0,0.88668656,Critical,521.0194444444444,1,323.40000000000003,24,0,0,High Priority
13234,1,0.8866308,Critical,492.04791666666665,2,346.5,56,1,0,High Priority
18153,1,0.8866288,Critical,478.875,1,246.22,17,0,0,High Priority
12495,1,0.88639957,Critical,460.08125,1,357.4,17,0,0,High Priority
14003,1,0.88637257,Critical,552.1645833333333,1,209.41,16,0,0,High Priority
16251,1,0.88624823,Critical,331.91319444444446,1,128.31,20,0,0,High Priority
15816,1,0.8856079,Critical,361.9680555555556,2,144.14999999999998,11,0,0,High Priority
15851,1,0.88512653,Critical,346.0111111111111,1,109.73,8,0,0,High Priority
17479,1,0.88499224,Critical,452.14166666666665,1,389.2600000000001,18,0,0,High Priority
18124,1,0.88493496,Critical,291.8118055555556,1,102.65,20,0,0,High Priority
13315,1,0.8849345,Critical,508.8861111111111,1,310.26,22,0,0,High Priority
18038,1,0.8845818,Critical,375.86875,1,141.48,25,0,0,High Priority
16196,1,0.8844355,Critical,308.0486111111111,1,93.3,4,0,0,High Priority
14018,1,0.8844222,Critical,464.9354166666666,1,367.15,13,0,0,High Priority
16288,1,0.88431567,Critical,289.9201388888889,1,129.85,7,0,0,High Priority
13530,1,0.8839292,Critical,453.94444444444446,1,402.98,18,0,0,High Priority
15085,1,0.88384295,Critical,549.04375,1,347.54,9,0,0,High Priority
17953,1,0.8838298,Critical,359.90416666666664,1,159.17000000000002,20,0,0,High Priority
14366,1,0.8835968,Critical,344.81041666666664,1,136.0,1,0,0,High Priority
17910,1,0.88358104,Critical,545.8652777777778,1,261.7,25,0,0,High Priority
12925,0,0.88356066,Critical,412.09583333333336,1,35.28,5,0,0,High Priority
13739,0,0.88353527,Critical,347.10069444444446,1,75.3,3,0,0,High Priority
16978,0,0.88346285,Critical,485.84513888888887,2,424.55,28,0,0,High Priority
14580,1,0.88343745,Critical,337.8958333333333,1,14.85,1,0,0,High Priority
13498,1,0.88340986,Critical,549.8916666666667,1,327.38,17,0,0,High Priority
14017,1,0.88334537,Critical,390.91527777777776,1,229.75,14,0,0,High Priority
14187,1,0.88326055,Critical,293.0305555555556,1,123.5,8,0,0,High Priority
12443,1,0.88316864,Critical,551.8805555555556,1,485.31,21,0,0,High Priority
16822,1,0.88308185,Critical,505.93611111111113,1,181.39,11,0,0,High Priority
15486,1,0.8830259,Critical,346.9826388888889,1,102.0,1,0,0,High Priority
18020,1,0.883008,Critical,363.0131944444444,1,190.48,12,0,0,High Priority
12773,1,0.88299984,Critical,383.80555555555554,1,124.25,6,0,0,High Priority
16192,1,0.88274467,Critical,555.0152777777778,1,351.3,11,0,0,High Priority
16273,1,0.8826935,Critical,467.9763888888889,2,318.34000000000003,15,1,0,High Priority
17441,1,0.8825899,Critical,551.9708333333333,1,293.35,21,0,0,High Priority
15662,1,0.8825476,Critical,480.8354166666667,2,283.73,12,1,0,High Priority
18285,1,0.8825345,Critical,480.1013888888889,1,427.0,12,0,0,High Priority
18070,1,0.8824657,Critical,488.9736111111111,1,314.1,9,0,0,High Priority
12703,0,0.88238955,Critical,452.97777777777776,3,722.98,44,1,0,High Priority
15603,0,0.88229334,Critical,467.8666666666667,1,40.0,2,0,0,High Priority
