Customer ID,Churn,RecencyDays,PurchaseFrequency,MonetaryValue,AverageOrderValue,CustomerTenureDays,UniqueProducts,AverageQuantityPerOrder,MedianPurchaseGap,MeanPurchaseGap,ReturnTransactionCount,ReturnedQuantity,ReturnedValue,IsRepeatCustomer,ReturnTransactionRate,ProductsPerOrder,PurchaseActivityRate,ChurnProbability,RiskSegment,HighValueCustomer,RetentionPriority,RecommendedAction
17238,0,4.0881944444444445,24,5144.41,214.35041666666663,558.0770833333333,402,100.79166666666669,19.5,27.7,0.0,0.0,0.0,1,0.0,16.75,0.0429278908319887,0.03483091,Low,1,Monitor,Continue monitoring and regular customer engagement
15712,0,2.876388888888889,9,2858.7000000000003,317.6333333333334,558.0645833333333,74,107.44444444444444,68.0,69.375,1.0,1.0,4.95,1,0.1111111111111111,8.222222222222221,0.0160983189926625,0.04408156,Low,1,Monitor,Continue monitoring and regular customer engagement
15311,0,4.954166666666667,162,87944.0,542.8641975308642,558.0618055555556,699,331.5925925925926,3.0,3.7114093959731536,50.0,1005.0,2505.57,1,0.3086419753086419,4.314814814814815,0.289771181629938,0.025969736,Low,1,Monitor,Continue monitoring and regular customer engagement
16329,1,247.00416666666663,4,1664.92,416.23,558.0527777777778,83,199.25,93.0,103.66666666666669,0.0,0.0,0.0,1,0.0,20.75,0.0071549595297601,0.52493554,High,0,Medium Priority,Automated re-engagement reminder or promotional campaign
17700,0,32.99305555555556,12,5270.9,439.24166666666673,558.0506944444444,211,225.16666666666663,49.0,52.5,3.0,7.0,39.25,1,0.25,17.583333333333332,0.0214649585793377,0.044371657,Low,1,Monitor,Continue monitoring and regular customer engagement
14911,0,2.9611111111111112,263,191094.28,726.5942205323194,558.0479166666667,2018,338.4220532319392,2.0,3.226744186046512,79.0,3668.0,19143.78,1,0.3003802281368821,7.673003802281369,0.4704426797047063,0.017889408,Low,1,Monitor,Continue monitoring and regular customer engagement
15998,0,82.01736111111111,13,6969.34,536.103076923077,558.0451388888889,596,339.9230769230769,37.0,43.27272727272727,4.0,15.0,82.15,1,0.3076923076923077,45.84615384615385,0.023253936213161,0.10190286,Low,1,Monitor,Continue monitoring and regular customer engagement
12931,0,23.115277777777777,49,54212.08,1106.3689795918367,558.0444444444445,23,779.0204081632653,11.0,15.285714285714286,10.0,10134.0,12536.52,1,0.2040816326530612,0.4693877551020408,0.087649560758437,0.072725065,Low,1,Monitor,Continue monitoring and regular customer engagement
12533,1,447.07916666666665,2,1367.89,683.9449999999999,558.0416666666666,63,352.0,111.0,111.0,4.0,136.0,217.9,1,2.0,31.5,0.0035775508683014,0.8030542,Critical,0,High Priority,Targeted re-engagement campaign with personalised offer
17984,0,211.9423611111111,4,999.51,249.8775,558.0409722222222,165,210.25,99.0,115.33333333333331,0.0,0.0,0.0,1,0.0,41.25,0.0071551106247181,0.37565333,Medium,0,Monitor,Continue monitoring and regular customer engagement
14871,0,74.97777777777777,7,956.04,136.57714285714286,558.0368055555556,89,48.285714285714285,87.0,80.5,0.0,0.0,0.0,1,0.0,12.714285714285714,0.0125215369192795,0.29996327,Medium,0,Monitor,Continue monitoring and regular customer engagement
13394,0,34.014583333333334,14,5037.01,359.7864285714286,558.0361111111112,199,262.92857142857144,37.0,40.30769230769231,3.0,20.0,90.6,1,0.2142857142857142,14.214285714285714,0.0250431049475038,0.03610347,Low,1,Monitor,Continue monitoring and regular customer engagement
16011,0,3.855555555555556,20,3466.71,173.3355,558.0333333333333,156,104.45,22.0,29.157894736842103,1.0,3.0,13.45,1,0.05,7.8,0.0357760419772225,0.04259977,Low,1,Monitor,Continue monitoring and regular customer engagement
16393,0,4.949305555555555,16,3226.35,201.646875,558.0256944444444,279,124.3125,30.0,36.86666666666667,1.0,13.0,16.65,1,0.0625,17.4375,0.0286212246753714,0.034077007,Low,1,Monitor,Continue monitoring and regular customer engagement
14040,0,2.957638888888889,29,10908.65,376.1603448275862,558.025,300,144.6551724137931,17.5,21.346153846153847,5.0,21.0,119.05,1,0.1724137931034483,10.344827586206897,0.0518760341666294,0.01823148,Low,1,Monitor,Continue monitoring and regular customer engagement
12913,0,102.08402777777778,11,4666.0,424.1818181818182,558.0222222222222,31,182.9090909090909,27.0,45.6,0.0,0.0,0.0,1,0.0,2.8181818181818183,0.0196772141834949,0.19986467,Low,1,Monitor,Continue monitoring and regular customer engagement
15061,0,4.165972222222222,109,103135.5,946.197247706422,558.0222222222222,116,565.5504587155963,7.0,10.072727272727272,9.0,618.0,1306.44,1,0.0825688073394495,1.0642201834862386,0.1949833041819049,0.029225726,Low,1,Monitor,Continue monitoring and regular customer engagement
14341,0,34.89861111111111,14,2988.19,213.44214285714287,558.0208333333334,126,131.0,76.5,65.375,2.0,3.0,23.85,1,0.1428571428571428,9.0,0.025043789363843,0.04968746,Low,1,Monitor,Continue monitoring and regular customer engagement
17804,1,195.95069444444445,3,383.78,127.92666666666666,558.0194444444444,82,64.66666666666667,181.0,181.0,1.0,1.0,5.1,1,0.3333333333333333,27.33333333333333,0.0053665396254354,0.52620155,High,0,Medium Priority,Automated re-engagement reminder or promotional campaign
14156,0,5.959722222222222,120,241077.89,2008.9824166666667,558.0138888888889,1230,1059.675,4.0,6.0,38.0,1895.0,15939.94,1,0.3166666666666666,10.25,0.214663718353251,0.039886024,Low,1,Monitor,Continue monitoring and regular customer engagement
13599,0,17.913888888888888,19,6666.78,350.8831578947369,558.0138888888889,139,219.6315789473684,39.0,45.0,15.0,185.0,326.56,1,0.7894736842105263,7.315789473684211,0.033988422072598,0.03212015,Low,1,Monitor,Continue monitoring and regular customer engagement
17063,0,108.96180555555556,8,2496.76,312.095,558.0097222222222,111,164.25,73.5,74.83333333333333,7.0,11.0,32.05,1,0.875,13.875,0.0143110212255302,0.1202941,Low,1,Monitor,Continue monitoring and regular customer engagement
15719,0,19.054861111111112,25,7594.77,303.7908,558.0020833333333,366,157.24,22.0,22.45833333333333,7.0,12.0,75.45,1,0.28,14.64,0.0447225524651443,0.029882835,Low,1,Monitor,Continue monitoring and regular customer engagement
12490,0,34.12708333333333,13,5601.43,430.8792307692308,557.9986111111111,136,273.38461538461536,51.0,43.66666666666666,1.0,4.0,5.0,1,0.0769230769230769,10.461538461538462,0.0232558717349228,0.04591654,Low,1,Monitor,Continue monitoring and regular customer engagement
15793,0,88.08680555555556,6,1740.6,290.1,557.9972222222223,9,220.66666666666663,110.0,94.0,0.0,0.0,0.0,1,0.0,1.5,0.0107335059307589,0.30827314,Medium,0,Monitor,Continue monitoring and regular customer engagement
17056,1,557.9965277777778,1,128.60000000000002,128.60000000000002,557.9965277777778,8,26.0,61.0,70.81666666666666,0.0,0.0,0.0,0,0.0,8.0,0.0017889198775086,0.9261841,Critical,0,High Priority,Targeted re-engagement campaign with personalised offer
13526,1,557.9840277777778,2,1182.0,591.0,557.9958333333333,29,955.5,61.0,70.81666666666666,2.0,264.0,239.4,0,1.0,14.5,0.0035778441997927,0.871963,Critical,0,High Priority,Targeted re-engagement campaign with personalised offer
14654,1,557.9951388888888,1,246.86,246.86,557.9951388888888,27,273.0,61.0,70.81666666666666,0.0,0.0,0.0,0,0.0,27.0,0.0017889243222896,0.87726986,Critical,0,High Priority,Targeted re-engagement campaign with personalised offer
17998,1,199.88819444444445,3,639.24,213.08,557.9881944444444,57,187.0,179.0,179.0,1.0,30.0,37.5,1,0.3333333333333333,19.0,0.0053668396395769,0.5329579,High,0,Medium Priority,Automated re-engagement reminder or promotional campaign
17742,0,152.11527777777778,10,2045.94,204.594,557.9819444444445,52,63.5,43.0,45.11111111111112,0.0,0.0,0.0,1,0.0,5.2,0.0178896654881021,0.3471137,Medium,1,Monitor,Continue monitoring and regular customer engagement
15326,1,153.05,5,1700.52,340.104,557.9798611111111,94,270.2,56.0,101.25,5.0,31.0,170.7,1,1.0,18.8,0.0089448660816889,0.3416474,Medium,0,Monitor,Continue monitoring and regular customer engagement
14478,1,201.8895833333333,4,1276.66,319.165,557.9791666666666,59,306.5,104.0,118.66666666666669,0.0,0.0,0.0,1,0.0,14.75,0.0071559017554321,0.4946703,Medium,0,Monitor,Continue monitoring and regular customer engagement
15967,0,138.03680555555556,11,2730.22,248.20181818181817,557.9729166666667,290,94.36363636363636,41.0,46.66666666666666,1.0,4.0,22.4,1,0.0909090909090909,26.363636363636363,0.0196789498596756,0.22198878,Low,1,Monitor,Continue monitoring and regular customer engagement
17611,0,20.92083333333333,19,6375.25,335.5394736842105,557.9729166666667,637,221.1578947368421,35.0,31.58823529411765,3.0,65.0,130.25,1,0.1578947368421052,33.526315789473685,0.0339909133939852,0.025340825,Low,1,Monitor,Continue monitoring and regular customer engagement
15051,0,198.8361111111111,6,2543.55,423.925,557.9729166666667,113,340.3333333333333,62.0,71.8,1.0,12.0,15.0,1,0.1666666666666666,18.83333333333333,0.0107339726507321,0.35641277,Medium,1,Monitor,Continue monitoring and regular customer engagement
13097,0,52.96319444444445,23,10323.04,448.82782608695646,557.9715277777777,338,184.65217391304347,30.5,28.05555555555556,9.0,26.0,419.29,1,0.391304347826087,14.695652173913045,0.0411469973997383,0.06481883,Low,1,Monitor,Continue monitoring and regular customer engagement
13590,0,19.120833333333334,15,5266.15,351.07666666666665,557.9673611111111,241,282.26666666666665,40.0,41.46153846153846,2.0,8.0,45.5,1,0.1333333333333333,16.066666666666666,0.0268351983382054,0.029858641,Low,1,Monitor,Continue monitoring and regular customer engagement
15984,0,52.99583333333333,25,6387.72,255.5088,557.9666666666667,318,170.84,27.0,26.57894736842105,1.0,10.0,67.5,1,0.04,12.72,0.0447253861291669,0.06436866,Low,1,Monitor,Continue monitoring and regular customer engagement
16887,0,220.05625,2,465.84,232.92,557.9645833333333,65,133.5,338.0,338.0,0.0,0.0,0.0,1,0.0,32.5,0.0035780442261174,0.65342605,High,0,Medium Priority,Automated re-engagement reminder or promotional campaign
12921,0,4.031944444444444,52,24717.47,475.3359615384616,557.9631944444444,232,300.86538461538464,13.0,15.38888888888889,25.0,412.0,1214.54,1,0.4807692307692308,4.461538461538462,0.0930293810340822,0.020659931,Low,1,Monitor,Continue monitoring and regular customer engagement
14543,0,2.018055555555556,33,13432.89,407.05727272727273,557.9604166666667,96,74.12121212121212,16.0,19.17241379310345,9.0,570.0,2525.11,1,0.2727272727272727,2.909090909090909,0.0590381698167356,0.029669562,Low,1,Monitor,Continue monitoring and regular customer engagement
15945,1,184.9833333333333,4,646.27,161.5675,557.9604166666667,24,86.25,76.0,124.33333333333331,0.0,0.0,0.0,1,0.0,6.0,0.0071561417959679,0.5343828,High,0,Medium Priority,Automated re-engagement reminder or promotional campaign
18037,0,44.85208333333333,14,158.22,11.301428571428572,557.9597222222222,30,2.5,35.5,42.75,0.0,0.0,0.0,1,0.0,2.142857142857143,0.025046527403336,0.34862387,Medium,0,Monitor,Continue monitoring and regular customer engagement
15662,1,480.8354166666667,2,283.73,141.865,557.9590277777778,12,72.5,77.0,77.0,0.0,0.0,0.0,1,0.0,6.0,0.0035780797886945,0.8825476,Critical,0,High Priority,Targeted re-engagement campaign with personalised offer
15380,0,184.90902777777777,7,1788.8,255.54285714285717,557.9583333333334,6,93.71428571428572,63.5,62.16666666666666,1.0,16.0,48.96000000000001,1,0.1428571428571428,0.8571428571428571,0.0125232948192322,0.39151046,Medium,0,Monitor,Continue monitoring and regular customer engagement
13110,0,76.8625,8,2201.29,275.16125,557.9416666666667,128,72.5,48.0,68.71428571428571,2.0,6.0,61.3,1,0.25,16.0,0.0143127637052167,0.17130002,Low,1,Monitor,Continue monitoring and regular customer engagement
12836,0,38.90416666666667,13,5610.77,431.59769230769234,557.9381944444444,243,144.0,42.0,47.18181818181818,2.0,4.0,39.15,1,0.1538461538461538,18.692307692307693,0.0232583855052548,0.06747333,Low,1,Monitor,Continue monitoring and regular customer engagement
15005,0,6.909027777777778,41,10400.58,253.67268292682925,557.9381944444444,494,151.9512195121951,12.0,13.775,17.0,87.0,296.3,1,0.4146341463414634,12.048780487804878,0.0733533696704192,0.034548342,Low,1,Monitor,Continue monitoring and regular customer engagement
16620,0,80.09236111111112,5,1675.73,335.146,557.9270833333334,74,221.2,111.5,119.5,0.0,0.0,0.0,1,0.0,14.8,0.0089457107180796,0.27876917,Medium,0,Monitor,Continue monitoring and regular customer engagement
12758,0,96.03125,6,8681.84,1446.9733333333334,557.9236111111111,168,854.8333333333334,89.0,92.4,1.0,64.0,124.24,1,0.1666666666666666,28.0,0.0107349195502267,0.22228543,Low,1,Monitor,Continue monitoring and regular customer engagement
17961,0,2.890972222222222,82,2471.05,30.13475609756097,557.9180555555556,437,15.182926829268292,7.0,8.161764705882353,2.0,3.0,16.45,1,0.024390243902439,5.329268292682927,0.1467120254658678,0.06647219,Low,1,Monitor,Continue monitoring and regular customer engagement
15601,0,23.084722222222226,25,12163.77,486.5508,557.9145833333333,246,360.48,22.0,25.476190476190474,4.0,8.0,16.9,1,0.16,9.84,0.0447295539345233,0.028495334,Low,1,Monitor,Continue monitoring and regular customer engagement
13585,1,350.01180555555555,3,684.54,228.18,557.9125,29,462.0,104.0,104.0,1.0,48.0,10.08,1,0.3333333333333333,9.666666666666666,0.0053675664795473,0.74260485,Critical,0,High Priority,Targeted re-engagement campaign with personalised offer
13442,1,486.9493055555556,3,419.87,139.95666666666668,557.9104166666667,33,38.333333333333336,35.5,35.5,0.0,0.0,0.0,1,0.0,11.0,0.005367586487101,0.8761584,Critical,0,High Priority,Targeted re-engagement campaign with personalised offer
13381,0,26.852777777777774,8,5656.41,707.05125,557.8965277777778,125,461.625,81.0,75.85714285714286,2.0,15.0,26.85,1,0.25,15.625,0.0143139196656109,0.067711085,Low,1,Monitor,Continue monitoring and regular customer engagement
16763,1,18.040277777777774,2,964.7,482.35,557.8916666666667,44,246.0,540.0,540.0,1.0,1.0,16.95,1,0.5,22.0,0.0035785110411976,0.60599685,High,0,Medium Priority,Automated re-engagement reminder or promotional campaign
17243,0,56.107638888888886,54,14440.03,267.407962962963,557.8847222222222,298,104.87037037037037,8.5,10.04,9.0,23.0,162.45,1,0.1666666666666666,5.518518518518518,0.096620998665497,0.10080971,Low,1,Monitor,Continue monitoring and regular customer engagement
14865,0,191.76875,3,77.52000000000001,25.840000000000003,557.8645833333334,3,64.0,183.0,183.0,0.0,0.0,0.0,1,0.0,1.0,0.0053680266910216,0.6190727,High,0,Medium Priority,Automated re-engagement reminder or promotional campaign
17345,0,16.014583333333334,8,1192.32,149.04,557.85625,128,216.0,157.0,135.5,2.0,59.0,120.3,1,0.25,16.0,0.0143149512956149,0.26083785,Medium,0,Monitor,Continue monitoring and regular customer engagement
13819,1,121.09166666666668,6,2642.35,440.39166666666665,557.8555555555556,47,384.8333333333333,10.0,87.4,1.0,7.0,11.25,1,0.1666666666666666,7.833333333333333,0.0107362268127323,0.43432918,Medium,1,Monitor,Continue monitoring and regular customer engagement
15808,1,125.92847222222224,21,17180.25,818.1071428571429,557.8472222222222,348,321.57142857142856,21.0,21.6,3.0,27.0,141.3,1,0.1428571428571428,16.571428571428573,0.0375773541765042,0.20484976,Low,1,Monitor,Continue monitoring and regular customer engagement
17191,0,11.025694444444444,13,3392.36,260.95076923076925,557.8444444444444,224,129.30769230769232,59.0,60.77777777777778,1.0,2.0,25.5,1,0.0769230769230769,17.23076923076923,0.0232622872594242,0.050427403,Low,1,Monitor,Continue monitoring and regular customer engagement
13748,0,51.93055555555556,7,1696.95,242.42142857142855,557.8375,32,116.0,17.5,84.33333333333333,0.0,0.0,0.0,1,0.0,4.571428571428571,0.0125260026394077,0.22232951,Low,0,Monitor,Continue monitoring and regular customer engagement
15265,0,55.02361111111111,3,2551.76,850.5866666666667,557.8208333333333,146,399.3333333333333,251.5,251.5,0.0,0.0,0.0,1,0.0,48.66666666666666,0.0053684469530335,0.34563842,Medium,1,Monitor,Continue monitoring and regular customer engagement
15750,0,102.84444444444443,13,4600.861,353.9123846153846,557.8131944444444,280,235.53846153846155,20.0,41.36363636363637,6.0,21.0,90.39,1,0.4615384615384615,21.53846153846154,0.0232635881350729,0.14161146,Low,1,Monitor,Continue monitoring and regular customer engagement
17428,0,32.08402777777778,30,21498.73,716.6243333333333,557.8069444444444,330,421.73333333333335,15.0,25.047619047619047,4.0,97.0,484.75000000000006,1,0.1333333333333333,11.0,0.0536858038330669,0.03443731,Low,1,Monitor,Continue monitoring and regular customer engagement
15485,0,155.8138888888889,6,3514.55,585.7583333333333,557.8048611111111,56,241.66666666666663,48.5,100.5,1.0,28.0,147.0,1,0.1666666666666666,9.333333333333334,0.0107372007968394,0.34781587,Medium,1,Monitor,Continue monitoring and regular customer engagement
17246,1,366.0097222222222,2,38.92,19.46,557.7951388888889,6,18.0,192.0,192.0,0.0,0.0,0.0,1,0.0,3.0,0.0035791292028359,0.794445,Critical,0,High Priority,Targeted re-engagement campaign with personalised offer
14061,1,326.8111111111112,3,917.43,305.81,557.7826388888889,17,44.333333333333336,115.5,115.5,0.0,0.0,0.0,1,0.0,5.666666666666667,0.0053688139022453,0.7512461,Critical,0,High Priority,Targeted re-engagement campaign with personalised offer
14108,0,550.8923611111111,2,447.05,223.525,557.7798611111111,18,146.0,7.0,7.0,0.0,0.0,0.0,1,0.0,9.0,0.003579227060945,0.87253124,Critical,0,High Priority,Targeted re-engagement campaign with personalised offer
13648,1,219.91944444444445,8,1764.02,220.5025,557.7756944444444,95,120.0,65.5,56.333333333333336,3.0,32.0,85.01,1,0.375,11.875,0.0143170150017958,0.37562522,Medium,0,Monitor,Continue monitoring and regular customer engagement
16563,0,219.94375,5,3334.82,666.964,557.7604166666666,46,419.6,76.5,84.5,1.0,12.0,10.2,1,0.2,9.2,0.0089483790384221,0.35943463,Medium,1,Monitor,Continue monitoring and regular customer engagement
16701,0,9.044444444444444,19,6716.72,353.51157894736843,557.7298611111111,113,344.2105263157895,24.0,30.5,5.0,69.0,109.16,1,0.2631578947368421,5.947368421052632,0.0340056999320134,0.029113648,Low,1,Monitor,Continue monitoring and regular customer engagement
12842,0,128.00972222222222,3,1109.73,369.91,557.1909722222222,27,165.66666666666666,214.5,214.5,0.0,0.0,0.0,1,0.0,9.0,0.0053745046933608,0.5236128,High,0,Medium Priority,Automated re-engagement reminder or promotional campaign
14302,1,250.19444444444449,3,742.9000000000001,247.63333333333333,557.1902777777777,25,99.33333333333331,153.5,153.5,0.0,0.0,0.0,1,0.0,8.333333333333334,0.0053745113797813,0.58587295,High,0,Medium Priority,Automated re-engagement reminder or promotional campaign
14135,0,5.970833333333333,18,6590.82,366.1566666666666,557.1611111111112,115,412.8333333333333,19.0,34.4375,1.0,23.0,38.87,1,0.0555555555555555,6.388888888888889,0.0322487533468034,0.027912112,Low,1,Monitor,Continue monitoring and regular customer engagement
14831,1,499.9298611111111,3,1676.57,558.8566666666667,557.1451388888889,67,295.0,57.0,57.0,4.0,8.0,52.6,1,1.3333333333333333,22.33333333333333,0.0053749460328045,0.7481018,Critical,0,High Priority,Targeted re-engagement campaign with personalised offer
15602,0,20.010416666666668,12,2383.04,198.58666666666667,557.1354166666666,53,125.0,28.0,48.81818181818182,8.0,155.0,241.79,1,0.6666666666666666,4.416666666666667,0.0215001586383232,0.07578325,Low,1,Monitor,Continue monitoring and regular customer engagement
13777,0,3.9375,49,35017.42,714.6412244897958,557.1270833333333,44,324.2857142857143,14.0,15.8,9.0,144.0,393.29,1,0.1836734693877551,0.8979591836734694,0.0877936252570912,0.023158897,Low,1,Monitor,Continue monitoring and regular customer engagement
14000,1,30.83333333333333,5,2046.34,409.268,557.125,28,367.6,118.0,131.5,3.0,27.0,168.75,1,0.6,5.6,0.0089585666293393,0.37259787,Medium,1,Monitor,Continue monitoring and regular customer engagement
16823,1,46.90972222222222,7,2243.09,320.4414285714286,557.1201388888888,149,166.57142857142858,70.5,85.0,1.0,1.0,6.95,1,0.1428571428571428,21.285714285714285,0.0125421025192455,0.14227581,Low,1,Monitor,Continue monitoring and regular customer engagement
16163,1,51.89930555555556,6,2407.98,401.33,557.1180555555555,59,112.66666666666669,129.0,101.0,8.0,127.0,585.95,1,1.3333333333333333,9.833333333333334,0.0107504137167315,0.33682606,Medium,1,Monitor,Continue monitoring and regular customer engagement
17193,0,205.82847222222225,2,610.74,305.37,557.1166666666667,12,207.0,351.0,351.0,1.0,36.0,30.6,1,0.5,6.0,0.0035834801564786,0.6420917,High,0,Medium Priority,Automated re-engagement reminder or promotional campaign
15759,1,37.90069444444445,7,830.9300000000001,118.70428571428572,557.1125,10,74.71428571428571,70.0,86.5,3.0,5.0,19.95,1,0.4285714285714285,1.4285714285714286,0.0125422741830724,0.36935216,Medium,0,Monitor,Continue monitoring and regular customer engagement
16131,0,26.8375,8,8115.4,1014.425,557.1118055555555,117,469.75,136.0,106.0,3.0,15.0,91.15,1,0.375,14.625,0.0143340454732661,0.09826627,Low,1,Monitor,Continue monitoring and regular customer engagement
14560,0,15.868055555555555,31,5108.26,164.7825806451613,557.1076388888889,51,114.6774193548387,12.0,20.807692307692307,1.0,1.0,9.95,1,0.032258064516129,1.6451612903225807,0.0555448408871745,0.07789346,Low,1,Monitor,Continue monitoring and regular customer engagement
17087,1,557.0895833333333,1,221.53,221.53,557.0895833333333,12,113.0,61.0,70.81666666666666,0.0,0.0,0.0,0,0.0,12.0,0.0017918270289641,0.89974755,Critical,0,High Priority,Targeted re-engagement campaign with personalised offer
14894,0,262.89375,2,837.0600000000001,418.53,557.0888888888888,23,169.0,294.0,294.0,2.0,12.0,80.6,1,1.0,11.5,0.0035836585171617,0.519819,Medium,0,Monitor,Continue monitoring and regular customer engagement
16202,1,180.08819444444444,9,2501.99,277.99888888888887,557.0847222222222,105,145.22222222222223,66.5,62.833333333333336,2.0,25.0,34.95,1,0.2222222222222222,11.666666666666666,0.0161265837275801,0.20625277,Low,1,Monitor,Continue monitoring and regular customer engagement
16700,0,20.914583333333333,19,6702.45,352.7605263157895,557.0826388888889,229,259.3157894736842,37.0,35.733333333333334,4.0,16.0,62.400000000000006,1,0.2105263157894736,12.052631578947368,0.0340451371822422,0.02598252,Low,1,Monitor,Continue monitoring and regular customer engagement
17511,0,25.8875,44,116820.89,2655.0202272727274,557.0819444444444,502,1760.4772727272727,14.0,14.75,17.0,269.0,978.23,1,0.3863636363636363,11.409090909090908,0.0788414684223493,0.03635333,Low,1,Monitor,Continue monitoring and regular customer engagement
14299,0,137.92083333333332,22,11670.57,530.4804545454546,557.0777777777778,99,287.6818181818182,21.0,22.05263157894737,10.0,156.0,1390.6999999999998,1,0.4545454545454545,4.5,0.0394210285304716,0.1991273,Low,1,Monitor,Continue monitoring and regular customer engagement
17949,0,8.958333333333334,88,69435.59999999999,789.0409090909092,557.0715277777778,39,378.7272727272728,7.0,10.538461538461538,14.0,3451.0,14452.85,1,0.1590909090909091,0.4431818181818182,0.1576858800706301,0.05021866,Low,1,Monitor,Continue monitoring and regular customer engagement
